proj_id,regis_id,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,Firm Name,permit_us_investment,AIMC Category,type,last_upd_date,asset_lv3_name,asset_lv3_code,asset_lv2_name,asset_lv2_code,asset_lv1_name,asset_lv1_code,status
M0068_2561,MF0047_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA2,SCB Fixed Income 6MA2,SCBFI6MA2,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0079_2561,MF0058_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA3,SCB Fixed Income 6MA3,SCBFI6MA3,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0095_2561,MF0065_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA4,SCB Fixed Income 6MA4,SCBFI6MA4,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0092_2561,MF0071_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA5,SCB Fixed Income 6MA5,SCBFI6MA5,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0106_2561,MF0076_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA6,SCB Fixed Income 6MA6,SCBFI6MA6,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0110_2561,MF0086_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA7,SCB Fixed Income 6MA7,SCBFI6MA7,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0114_2561,MF0089_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA8,SCB Fixed Income 6MA8,SCBFI6MA8,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0126_2561,MF0102_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MA9,SCB Fixed Income 6MA9,SCBFI6MA9,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0127_2561,MF0114_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MB1,SCB Fixed Income 6MB1,SCBFI6MB1,CA,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0155_2561,MF0134_2561,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ 6MB2,SCB Fixed Income 6MB2,SCBFI6MB2,CA,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0429_2559,MF0413_2559,กองทุนเปิดไทยพาณิชย์ เฟล็กซิเบิ้ล,SCB Flexible,SCBFLX,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0624_2548,120_2548,กองทุนเปิดไทยพาณิชย์พันธบัตรรัฐบาล 8/12,SCB Government Bond 8/12,SCBGB8/12,LI,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0841_2548,-,กองทุนรวมไทยพาณิชย์ โกลบอล อิควิตี้ อินเด็กซ์ ฟันด์,SCB Global Infrastructure Equity,SCBGIF,EX,C0000000239,"SCB Asset Management Co., Ltd.",-,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0366_2558,MF0515_2558,กองทุนเปิดไทยพาณิชย์ โกลบอล อินฟราสตรัคเจอร์ อิควิตี้,SCB Global Infrastructure Equity,SCBGIF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0866_2554,MF0472_2555,กองทุนเปิดไทยพาณิชย์โกลบอล บอนด์,SCB Global Bond,SCBGLOB,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0828_2554,MF0681_2554,กองทุนเปิดไทยพาณิชย์ โกลบอล เวลท์,SCB Global Wealth,SCBGLOW,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0932_2554,MF0596_2555,กองทุนเปิดไทยพาณิชย์ โกลบอล เวลท์ พลัส,SCB Global Wealth Plus,SCBGLOWP,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0778_2554,MF0577_2554,กองทุนเปิดไทยพาณิชย์โกลด์ THB เฮดจ์ เพื่อการเลี้ยงชีพ,SCB Gold THB Hedged RMF,SCBGOLDHRMF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Commodities Precious Metals,RMF,2018-12-17T05:05:56,Commodities Precious Metals,COMPM,ทองคำ,GOLD,ทองคำ,GOLD,avaliable
M0768_2558,MF0033_2559,กองทุนเปิดไทยพาณิชย์ โกลบอลอินคัมพลัส ห้ามขายผู้ลงทุนรายย่อย,SCB Global Income Plus,SCBGPLUS,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0406_2559,MF0435_2559,กองทุนเปิดไทยพาณิชย์ โกลบอล พร็อพเพอร์ตี้,SCB Global Property,SCBGPROP,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Fund of Property Fund - Foreign,Other,2018-12-17T05:05:56,Fund of Property Fund - Foreign,PRFOPFR,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0623_2547,078_2547,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวปันผล 70/30,SCB Dividend Stock 70/30 Long Term Eq,SCBLT1,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0626_2547,079_2547,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาว พลัส,SCB Stock Plus Long Term Equity,SCBLT2,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0464_2548,152_2548,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาว,SCB MAI Stock Long Term Equity,SCBLT3,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0260_2550,185_2550,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวอินเตอร์,SCB Inter Long Term Equity,SCBLT4,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0191_2550,175_2550,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวสมาร์ท,SCB Smart Long Term Equity,SCBLTS,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0263_2550,183_2550,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวทาร์เก็ต,SCB Target Long Term Equity,SCBLTT,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0417_2553,-,กองทุนเปิดไทยพาณิชย์ออยล์ ฟันด์,SCB Oil,SCBOIL,EX,C0000000239,"SCB Asset Management Co., Ltd.",-,Commodities Energy,Other,2018-12-17T05:05:56,Commodities Energy,COMENG,น้ำมัน,COMMO,น้ำมัน,COMMO,avaliable
M0207_2549,210_2549,กองทุนเปิดไทยพาณิชย์ แพลทตินัม โกลบอล ฟันด์,SCB Platinum Global,SCBPGF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0772_2558,MF0112_2559,กองทุนเปิดไทยพาณิชย์ อินคัมพลัส,SCB Income Plus,SCBPLUS,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0006_2539,008_2540,กองทุนเปิดไทยพาณิชย์เกษียณสุข (ตราสารหนี้),SCB Retirement Fixed Income,SCBRF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0079_2544,003_2545,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ระยะสั้นเพื่อการเลี้ยงชีพ,SCB Short Term Fixed Income RMF,SCBRM1,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Short Term General Bond,RMF,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0074_2544,004_2545,กองทุนเปิดไทยพาณิชย์พันธบัตรรัฐบาลเพื่อการเลี้ยงชีพ,SCB Government Bond RMF,SCBRM2,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Mid Term General Bond,RMF,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0080_2544,005_2545,กองทุนเปิดไทยพาณิชย์เฟล็กซิเบิ้ล ฟันด์เพื่อการเลี้ยงชีพ,SCB Flexible RMF,SCBRM3,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Moderate Allocation,RMF,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0081_2544,006_2545,กองทุนเปิดไทยพาณิชย์หุ้นทุนเพื่อการเลี้ยงชีพ,SCB Equity RMF,SCBRM4,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Equity General,RMF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0522_2558,MF0563_2558,กองทุนเปิดไทยพาณิชย์ หุ้นยุโรป เพื่อการเลี้ยงชีพ,SCB European Equity RMF,SCBRMEU,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,European Equity,RMF,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0593_2558,MF0562_2558,กองทุนเปิดไทยพาณิชย์ โกลบอลเฮลธ์แคร์ เพื่อการเลี้ยงชีพ,SCB Global Health Care RMF,SCBRMGHC,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Health Care,RMF,2018-12-17T05:05:56,Health Care,EQHEALTH,กลุ่มสุขภาพ,EQHEALTH,สุขภาพ,EQHEALTH,avaliable
M0518_2558,MF0516_2558,กองทุนเปิดไทยพาณิชย์โกลบอลอินฟราสตรัคเจอร์ เพื่อการเลี้ยงชีพ,SCB Global Infrastructure RMF,SCBRMGIF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Global Equity,RMF,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0933_2554,MF0597_2555,กองทุนเปิดไทยพาณิชย์ โกลบอล เวลท์ เพื่อการเลี้ยงชีพ,SCB Global Wealth RMF,SCBRMGW,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,RMF,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0935_2554,MF0598_2555,กองทุนเปิดไทยพาณิชย์ โกลบอล เวลท์ พลัส เพื่อการเลี้ยงชีพ,SCB Global Wealth Plus RMF,SCBRMGWP,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,RMF,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0511_2558,MF0564_2558,กองทุนเปิดไทยพาณิชย์ หุ้นญี่ปุ่น เพื่อการเลี้ยงชีพ,SCB Japan Equity RMF,SCBRMJP,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Japan Equity,RMF,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0570_2560,MF0452_2560,กองทุนเปิดไทยพาณิชย์ Global Population Trend เพื่อการเลี้ยงชีพ,SCB Global Population Trend RMF,SCBRMPOP,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Foreign Investment Allocation,RMF,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0787_2554,MF0578_2554,กองทุนเปิดไทยพาณิชย์ SET50 INDEX เพื่อการเลี้ยงชีพ,SCB SET50 Index RMF,SCBRMS50,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,SET 50 Index Fund,RMF,2018-12-17T05:05:56,SET 50 Index Fund,EQSET50,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0003_2539,004_2540,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ระยะสั้น,SCB Savings Fixed Income,SCBSFF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0448_2555,MF0619_2555,กองทุนเปิดไทยพาณิชย์สมาร์ทแพลน 3,SCB Smart Plan 3,SCBSMART3,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0449_2555,MF0620_2555,กองทุนเปิดไทยพาณิชย์สมาร์ทแพลน 4,SCB Smart Plan 4,SCBSMART4,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0763_2558,MF0071_2559,กองทุนเปิดไทยพาณิชย์ สมาร์ท เทรด 555 ฟันด์ เอ,SCB Smart Trade 555 A,SCBST555A,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0086_2559,MF0367_2559,กองทุนเปิดไทยพาณิชย์ สมาร์ท เทรด 555 ฟันด์ บี,SCB Smart Trade 555 Fund B,SCBST555B,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0306_2552,272_2552,กองทุนเปิดไทยพาณิชย์ตราสารรัฐตลาดเงิน,SCB Treasury Money,SCBTMF,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,Money Market Government,Other,2018-12-17T05:05:56,Money Market Government,FIXMMGOV,ตลาดเงิน,CASHTH,ตลาดเงิน,CASH-TH,avaliable
M0641_2558,MF0227_2559,กองทุนเปิดไทยพาณิชย์ ยูเอสสมอลแคป,SCB US SMALL CAP EQUITY,SCBUSSM,RG,C0000000239,"SCB Asset Management Co., Ltd.",Y,US Equity,Other,2018-12-17T05:05:56,US Equity,EQUS,ตราสารทุนสหรัฐฯ,EQUS,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0022_2537,027_2537,กองทุนเปิดสินชฎา,Sinchada,SCDF,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0031_2536,017_2536,กองทุนเปิดนครหลวงไทย,Siam City,SCIF,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0032_2536,002_2537,กองทุนเปิดนครหลวงไทย สอง,Siam City Two,SCIF2,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0002_2530,006_2540,กองทุนเปิดสินภิญโญสี่,Sinpinyo Four,SF4,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0001_2530,018_2540,กองทุนเปิดสินภิญโญห้า,Sinpinyo Five,SF5,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0026_2537,021_2537,กองทุนเปิดสินภิญโญเจ็ด,Sinpinyo Seven,SF7,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0025_2537,023_2538,กองทุนเปิดสินภิญโญแปด,Sinpinyo Eight,SF8,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0003_2561,MF0019_2561,กองทุนเปิดเอ็มเอฟซี สมาร์ท อินเวสเมนท์ ซีรี่ส์ 5 เอ 4,MFC Smart Investment Series 5 A4,SI5A4,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0300_2558,-,กองทุนเปิดเอ็มเอฟซี สมาร์ท อินเวสเมนท์ ซีรี่ส์ 5 เอ 4,MFC Smart Investment Series 5 A4,SI5A4,EX,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0834_2557,MF0761_2557,กองทุนเปิดเอ็มเอฟซี สมาร์ท อินเวสเมนท์ ซีรี่ส์ 5 อี 2,MFC Smart Investment Series 5 E2,SI5E2,RG,C0000000023,MFC Asset Management PLC,Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0214_2558,MF0385_2558,กองทุนเปิดเอ็มเอฟซี สมาร์ท อินเวสเมนท์ ซีรี่ส์ 5 อี 3,MFC Smart Investment Series 5 E3,SI5E3,RG,C0000000023,MFC Asset Management PLC,Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0252_2557,MF0195_2557,กองทุนรวมอสังหาริมทรัพย์แสนสิริ ไพร์มออฟฟิศ,SIRI PRIME OFFICE PROPERTY FUND,SIRIP,RG,C0000000239,"SCB Asset Management Co., Ltd.",-,Thai Free Hold,Other,2018-12-17T05:05:56,Thai Free Hold,PRFREE,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0204_2542,023_2543,กองทุนเปิดเอ็มเอฟซี สมาร์ท ฟิกซ์ อินคัม,MFC Smart Fixed Income,SMART,RG,C0000000023,MFC Asset Management PLC,-,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0583_2560,MF0514_2560,กองทุนเปิดเอ็มเอฟซี สมาร์ท โมเมนตัม ซีรี่ส์ 5 เอ 1,MFC Smart Momentum Series 5 A1,SMO5A1,RG,C0000000023,MFC Asset Management PLC,N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0388_2549,294_2549,สิทธิการเช่าอสังหาริมทรัพย์สนามบินสมุย,Samui Airport Property Fund Ord,SPF,RG,C0000005025,"Phatra Asset Management Co., Ltd.",-,Thai Mixed (between free and lease hold),Other,2018-12-17T05:05:56,Thai Mixed (between free and lease hold),PRMIX,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0034_2536,019_2537,กองทุนเปิดสินพัฒนา,Samui Airport Property Fund Ord,SPF,LI,C0000000023,"Phatra Asset Management Co., Ltd.",-,Thai Mixed (between free and lease hold),Other,2018-12-17T05:05:56,Thai Mixed (between free and lease hold),PRMIX,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0115_2556,MF0207_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 10,MFC SPOT 33 Series 10,SPOT33S10,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0118_2556,MF0208_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 11,MFC SPOT 33 Series 11,SPOT33S11,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0198_2556,MF0314_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 14,MFC SPOT 33 Series 14,SPOT33S14,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0203_2556,MF0330_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 15,MFC SPOT 33 Series 15,SPOT33S15,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0089_2556,MF0122_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 7,MFC SPOT 33 Series 7,SPOT33S7,RG,C0000000023,MFC Asset Management PLC,Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0090_2556,MF0126_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 8,MFC SPOT 33 Series 8,SPOT33S8,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0114_2556,MF0130_2556,กองทุนเปิดเอ็มเอฟซีสปอท 33 ซีรี่ส์ 9,MFC SPOT 33 Series 9,SPOT33S9,RG,C0000000023,MFC Asset Management PLC,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0001_2524,909_2535,กองทุนทรัพย์สมบูรณ์,Sub Somboon,SSB,RG,C0000000023,MFC Asset Management PLC,-,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0029_2541,017_2541,กองทุนเปิดสินสมบัติ,Sub Somboon,SSB,LI,C0000000714,MFC Asset Management PLC,-,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0277_2552,257_2552,กองทุนรวมอสังหาริมทรัพย์ศาลาแอทสาทร,Sala @ Sathorn Property Fund Ord,SSPF,RG,C0000000709,"Krungsri Asset Management Co., Ltd.",-,Thai Free Hold,Other,2018-12-17T05:05:56,Thai Free Hold,PRFREE,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0226_2554,MF0202_2554,กองทุนรวมอสังหาริมทรัพย์ ทรัพย์ศรีไทย,Sub Sri Thai Property Fund Ord,SSTPF,RG,C0000005531,"CIMB-Principal Asset Management Co., Ltd",-,Thai Free Hold,Other,2018-12-17T05:05:56,Thai Free Hold,PRFREE,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0039_2536,016_2536,กองทุนเปิดสตางค์แดง,Satang Daeng,STD,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0040_2536,028_2536,กองทุนเปิดสตางค์แดงสอง,Satang Daeng Two,STD2,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0766_2547,110_2547,กองทุนเปิด สมาร์ท แวลู เพื่อการเลี้ยงชีพ,Saving RMF,SVRMF,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Short Term General Bond,RMF,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0050_2536,011_2536,กองทุนเปิด ไซรัส โมเมนตัม ฟันด์,Syrus Momentum,SYRUS-M,RG,C0000000569,One Asset Management Ltd,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
